"","date","state","fips","cases","deaths"
"659",2020-03-14,"massachusetts",25,138,0
"660",2020-03-14,"michigan",26,33,0
"661",2020-03-14,"minnesota",27,21,0
"662",2020-03-14,"mississippi",28,6,0
"663",2020-03-14,"missouri",29,5,0
"664",2020-03-14,"montana",30,6,0
"665",2020-03-14,"nebraska",31,29,0
"666",2020-03-14,"nevada",32,21,0
"667",2020-03-14,"new hampshire",33,7,0
"668",2020-03-14,"new jersey",34,75,2
"669",2020-03-14,"new mexico",35,13,0
"670",2020-03-14,"new york",36,610,2
"671",2020-03-14,"north carolina",37,25,0
"672",2020-03-14,"north dakota",38,1,0
"673",2020-03-14,"ohio",39,26,0
"674",2020-03-14,"oklahoma",40,4,0
"675",2020-03-14,"oregon",41,36,1
"676",2020-03-14,"pennsylvania",42,47,0
"677",2020-03-14,"puerto rico",72,4,0
"678",2020-03-14,"rhode island",44,20,0
"679",2020-03-14,"south carolina",45,19,0
"680",2020-03-14,"south dakota",46,9,1
"681",2020-03-14,"tennessee",47,32,0
"682",2020-03-14,"texas",48,69,0
"683",2020-03-14,"utah",49,21,0
"684",2020-03-14,"vermont",50,5,0
"685",2020-03-14,"virgin islands",78,1,0
"686",2020-03-14,"virginia",51,42,1
"687",2020-03-14,"washington",53,609,40
"688",2020-03-14,"wisconsin",55,27,0
"689",2020-03-14,"wyoming",56,3,0
"690",2020-03-15,"alabama",1,23,0
"691",2020-03-15,"alaska",2,1,0
"692",2020-03-15,"arizona",4,13,0
"693",2020-03-15,"arkansas",5,16,0
"694",2020-03-15,"california",6,478,6
"695",2020-03-15,"colorado",8,136,2
"696",2020-03-15,"connecticut",9,26,0
"697",2020-03-15,"delaware",10,7,0
"698",2020-03-15,"district of columbia",11,17,0
"699",2020-03-15,"florida",12,109,3
"700",2020-03-15,"georgia",13,97,1
"701",2020-03-15,"guam",66,3,0
"702",2020-03-15,"hawaii",15,7,0
"703",2020-03-15,"idaho",16,5,0
"704",2020-03-15,"illinois",17,94,0
"705",2020-03-15,"indiana",18,19,0
"706",2020-03-15,"iowa",19,22,0
"707",2020-03-15,"kansas",20,9,1
"708",2020-03-15,"kentucky",21,21,0
"709",2020-03-15,"louisiana",22,103,2
"710",2020-03-15,"maine",23,12,0
"711",2020-03-15,"maryland",24,32,0
"712",2020-03-15,"massachusetts",25,164,0
"713",2020-03-15,"michigan",26,53,0
"714",2020-03-15,"minnesota",27,35,0
"715",2020-03-15,"mississippi",28,10,0
"716",2020-03-15,"missouri",29,5,0
"717",2020-03-15,"montana",30,6,0
"718",2020-03-15,"nebraska",31,31,0
"719",2020-03-15,"nevada",32,26,0
"720",2020-03-15,"new hampshire",33,13,0
"721",2020-03-15,"new jersey",34,98,2
"722",2020-03-15,"new mexico",35,17,0
"723",2020-03-15,"new york",36,732,6
"724",2020-03-15,"north carolina",37,32,0
"725",2020-03-15,"north dakota",38,1,0
"726",2020-03-15,"ohio",39,37,0
"727",2020-03-15,"oklahoma",40,8,0
"728",2020-03-15,"oregon",41,39,1
"729",2020-03-15,"pennsylvania",42,68,0
"730",2020-03-15,"puerto rico",72,5,0
"731",2020-03-15,"rhode island",44,20,0
"732",2020-03-15,"south carolina",45,28,0
"733",2020-03-15,"south dakota",46,9,1
"734",2020-03-15,"tennessee",47,39,0
"735",2020-03-15,"texas",48,80,0
"736",2020-03-15,"utah",49,29,0
"737",2020-03-15,"vermont",50,8,0
"738",2020-03-15,"virgin islands",78,1,0
"739",2020-03-15,"virginia",51,45,1
"740",2020-03-15,"washington",53,675,42
"741",2020-03-15,"wisconsin",55,33,0
"742",2020-03-15,"wyoming",56,3,0
"743",2020-03-16,"alabama",1,29,0
"744",2020-03-16,"alaska",2,3,0
"745",2020-03-16,"arizona",4,18,0
"746",2020-03-16,"arkansas",5,22,0
"747",2020-03-16,"california",6,588,11
"748",2020-03-16,"colorado",8,161,2
"749",2020-03-16,"connecticut",9,41,0
"750",2020-03-16,"delaware",10,8,0
"751",2020-03-16,"district of columbia",11,22,0
"752",2020-03-16,"florida",12,141,4
"753",2020-03-16,"georgia",13,118,1
"754",2020-03-16,"guam",66,3,0
"755",2020-03-16,"hawaii",15,10,0
"756",2020-03-16,"idaho",16,5,0
"757",2020-03-16,"illinois",17,104,0
"758",2020-03-16,"indiana",18,24,1
"759",2020-03-16,"iowa",19,22,0
"760",2020-03-16,"kansas",20,11,1
"761",2020-03-16,"kentucky",21,22,1
"762",2020-03-16,"louisiana",22,137,3
"763",2020-03-16,"maine",23,17,0
"764",2020-03-16,"maryland",24,39,0
"765",2020-03-16,"massachusetts",25,197,0
"766",2020-03-16,"michigan",26,54,0
"767",2020-03-16,"minnesota",27,54,0
"768",2020-03-16,"mississippi",28,12,0
"769",2020-03-16,"missouri",29,9,0
"770",2020-03-16,"montana",30,8,0
"771",2020-03-16,"nebraska",31,33,0
"772",2020-03-16,"nevada",32,45,1
"773",2020-03-16,"new hampshire",33,17,0
"774",2020-03-16,"new jersey",34,176,3
"775",2020-03-16,"new mexico",35,21,0
"776",2020-03-16,"new york",36,950,10
"777",2020-03-16,"north carolina",37,34,0
"778",2020-03-16,"north dakota",38,1,0
"779",2020-03-16,"ohio",39,50,0
"780",2020-03-16,"oklahoma",40,10,0
"781",2020-03-16,"oregon",41,46,1
"782",2020-03-16,"pennsylvania",42,81,0
"783",2020-03-16,"puerto rico",72,5,0
"784",2020-03-16,"rhode island",44,21,0
"785",2020-03-16,"south carolina",45,33,1
"786",2020-03-16,"south dakota",46,10,1
"787",2020-03-16,"tennessee",47,52,0
"788",2020-03-16,"texas",48,87,1
"789",2020-03-16,"utah",49,40,0
"790",2020-03-16,"vermont",50,12,0
"791",2020-03-16,"virgin islands",78,2,0
"792",2020-03-16,"virginia",51,51,1
"793",2020-03-16,"washington",53,794,48
"794",2020-03-16,"wisconsin",55,47,0
"795",2020-03-16,"wyoming",56,10,0
"796",2020-03-17,"alabama",1,39,0
"797",2020-03-17,"alaska",2,6,0
"798",2020-03-17,"arizona",4,20,0
"799",2020-03-17,"arkansas",5,22,0
"800",2020-03-17,"california",6,732,14
"801",2020-03-17,"colorado",8,183,3
"802",2020-03-17,"connecticut",9,68,0
"803",2020-03-17,"delaware",10,16,0
"804",2020-03-17,"district of columbia",11,31,0
"805",2020-03-17,"florida",12,210,6
"806",2020-03-17,"georgia",13,142,1
"807",2020-03-17,"guam",66,3,0
"808",2020-03-17,"hawaii",15,14,0
"809",2020-03-17,"idaho",16,9,0
"810",2020-03-17,"illinois",17,159,1
"811",2020-03-17,"indiana",18,30,2
"812",2020-03-17,"iowa",19,29,0
"813",2020-03-17,"kansas",20,17,1
"814",2020-03-17,"kentucky",21,26,1
"815",2020-03-17,"louisiana",22,196,5
"816",2020-03-17,"maine",23,32,0
"817",2020-03-17,"maryland",24,57,0
"818",2020-03-17,"massachusetts",25,218,0
"819",2020-03-17,"michigan",26,65,0
"820",2020-03-17,"minnesota",27,60,0
"821",2020-03-17,"mississippi",28,21,0
"822",2020-03-17,"missouri",29,16,0
"823",2020-03-17,"montana",30,8,0
"824",2020-03-17,"nebraska",31,36,0
"825",2020-03-17,"nevada",32,55,1
"826",2020-03-17,"new hampshire",33,26,0
"827",2020-03-17,"new jersey",34,268,3
"828",2020-03-17,"new mexico",35,23,0
"829",2020-03-17,"new york",36,1375,18
"830",2020-03-17,"north carolina",37,42,0
"831",2020-03-17,"north dakota",38,5,0
"832",2020-03-17,"ohio",39,67,0
"833",2020-03-17,"oklahoma",40,18,0
"834",2020-03-17,"oregon",41,66,2
"835",2020-03-17,"pennsylvania",42,101,0
"836",2020-03-17,"puerto rico",72,5,0
"837",2020-03-17,"rhode island",44,23,0
"838",2020-03-17,"south carolina",45,47,1
"839",2020-03-17,"south dakota",46,11,1
"840",2020-03-17,"tennessee",47,73,0
"841",2020-03-17,"texas",48,106,1
"842",2020-03-17,"utah",49,51,0
"843",2020-03-17,"vermont",50,14,0
"844",2020-03-17,"virgin islands",78,2,0
"845",2020-03-17,"virginia",51,67,2
"846",2020-03-17,"washington",53,908,54
"847",2020-03-17,"west virginia",54,1,0
"848",2020-03-17,"wisconsin",55,72,0
"849",2020-03-17,"wyoming",56,15,0
"850",2020-03-18,"alabama",1,51,0
"851",2020-03-18,"alaska",2,9,0
"852",2020-03-18,"arizona",4,28,0
"853",2020-03-18,"arkansas",5,33,0
"854",2020-03-18,"california",6,893,17
"855",2020-03-18,"colorado",8,216,3
"856",2020-03-18,"connecticut",9,96,1
"857",2020-03-18,"delaware",10,26,0
"858",2020-03-18,"district of columbia",11,36,0
"859",2020-03-18,"florida",12,326,7
"860",2020-03-18,"georgia",13,193,3
"861",2020-03-18,"guam",66,8,0
"862",2020-03-18,"hawaii",15,16,0
"863",2020-03-18,"idaho",16,11,0
"864",2020-03-18,"illinois",17,286,1
"865",2020-03-18,"indiana",18,39,2
"866",2020-03-18,"iowa",19,38,0
"867",2020-03-18,"kansas",20,22,1
"868",2020-03-18,"kentucky",21,35,1
"869",2020-03-18,"louisiana",22,280,7
"870",2020-03-18,"maine",23,43,0
"871",2020-03-18,"maryland",24,85,1
"872",2020-03-18,"massachusetts",25,256,0
"873",2020-03-18,"michigan",26,80,1
"874",2020-03-18,"minnesota",27,77,0
"875",2020-03-18,"mississippi",28,34,0
"876",2020-03-18,"missouri",29,21,1
"877",2020-03-18,"montana",30,12,0
"878",2020-03-18,"nebraska",31,43,0
"879",2020-03-18,"nevada",32,82,1
"880",2020-03-18,"new hampshire",33,39,0
"881",2020-03-18,"new jersey",34,427,5
"882",2020-03-18,"new mexico",35,28,0
"883",2020-03-18,"new york",36,2387,32
"884",2020-03-18,"north carolina",37,66,0
"885",2020-03-18,"north dakota",38,7,0
"886",2020-03-18,"ohio",39,90,0
"887",2020-03-18,"oklahoma",40,29,0
"888",2020-03-18,"oregon",41,74,3
"889",2020-03-18,"pennsylvania",42,139,1
"890",2020-03-18,"puerto rico",72,5,0
"891",2020-03-18,"rhode island",44,33,0
"892",2020-03-18,"south carolina",45,60,1
"893",2020-03-18,"south dakota",46,11,1
"894",2020-03-18,"tennessee",47,98,0
"895",2020-03-18,"texas",48,166,2
"896",2020-03-18,"utah",49,65,0
"897",2020-03-18,"vermont",50,19,0
"898",2020-03-18,"virgin islands",78,3,0
"899",2020-03-18,"virginia",51,78,2
"900",2020-03-18,"washington",53,1026,68
"901",2020-03-18,"west virginia",54,2,0
"902",2020-03-18,"wisconsin",55,106,0
"903",2020-03-18,"wyoming",56,17,0
"904",2020-03-19,"alabama",1,78,0
"905",2020-03-19,"alaska",2,12,0
"906",2020-03-19,"arizona",4,47,0
"907",2020-03-19,"arkansas",5,62,0
"908",2020-03-19,"california",6,1067,19
"909",2020-03-19,"colorado",8,278,5
"910",2020-03-19,"connecticut",9,159,4
"911",2020-03-19,"delaware",10,30,0
"912",2020-03-19,"district of columbia",11,39,0
"913",2020-03-19,"florida",12,434,8
"914",2020-03-19,"georgia",13,282,10
"915",2020-03-19,"guam",66,12,0
"916",2020-03-19,"hawaii",15,26,0
"917",2020-03-19,"idaho",16,23,0
"918",2020-03-19,"illinois",17,420,4
"919",2020-03-19,"indiana",18,56,2
"920",2020-03-19,"iowa",19,44,0
"921",2020-03-19,"kansas",20,35,1
"922",2020-03-19,"kentucky",21,47,2
"923",2020-03-19,"louisiana",22,392,10
"924",2020-03-19,"maine",23,52,0
"925",2020-03-19,"maryland",24,108,1
"926",2020-03-19,"massachusetts",25,328,0
"927",2020-03-19,"michigan",26,334,3
"928",2020-03-19,"minnesota",27,89,0
"929",2020-03-19,"mississippi",28,50,1
"930",2020-03-19,"missouri",29,35,1
"931",2020-03-19,"montana",30,19,0
"932",2020-03-19,"nebraska",31,47,0
"933",2020-03-19,"nevada",32,99,1
"934",2020-03-19,"new hampshire",33,44,0
"935",2020-03-19,"new jersey",34,735,9
"936",2020-03-19,"new mexico",35,35,0
"937",2020-03-19,"new york",36,4161,39
"938",2020-03-19,"north carolina",37,104,0
"939",2020-03-19,"north dakota",38,19,0
"940",2020-03-19,"ohio",39,120,0
"941",2020-03-19,"oklahoma",40,44,1
"942",2020-03-19,"oregon",41,87,3
"943",2020-03-19,"pennsylvania",42,187,1
"944",2020-03-19,"puerto rico",72,6,0
"945",2020-03-19,"rhode island",44,44,0
"946",2020-03-19,"south carolina",45,81,1
"947",2020-03-19,"south dakota",46,14,1
"948",2020-03-19,"tennessee",47,155,0
"949",2020-03-19,"texas",48,248,4
"950",2020-03-19,"utah",49,80,0
"951",2020-03-19,"vermont",50,22,2
"952",2020-03-19,"virgin islands",78,3,0
"953",2020-03-19,"virginia",51,94,2
"954",2020-03-19,"washington",53,1228,75
"955",2020-03-19,"west virginia",54,5,0
"956",2020-03-19,"wisconsin",55,155,2
"957",2020-03-19,"wyoming",56,18,0
"958",2020-03-20,"alabama",1,106,0
"959",2020-03-20,"alaska",2,14,0
"960",2020-03-20,"arizona",4,70,1
"961",2020-03-20,"arkansas",5,100,0
"962",2020-03-20,"california",6,1283,24
"963",2020-03-20,"colorado",8,364,5
"964",2020-03-20,"connecticut",9,194,4
"965",2020-03-20,"delaware",10,39,0
"966",2020-03-20,"district of columbia",11,71,0
"967",2020-03-20,"florida",12,564,9
"968",2020-03-20,"georgia",13,482,14
"969",2020-03-20,"guam",66,14,0
"970",2020-03-20,"hawaii",15,37,0
"971",2020-03-20,"idaho",16,31,0
"972",2020-03-20,"illinois",17,583,5
"973",2020-03-20,"indiana",18,79,3
"974",2020-03-20,"iowa",19,45,0
"975",2020-03-20,"kansas",20,49,1
"976",2020-03-20,"kentucky",21,63,2
"977",2020-03-20,"louisiana",22,537,10
"978",2020-03-20,"maine",23,57,0
"979",2020-03-20,"maryland",24,150,2
"980",2020-03-20,"massachusetts",25,413,1
"981",2020-03-20,"michigan",26,548,4
"982",2020-03-20,"minnesota",27,115,0
"983",2020-03-20,"mississippi",28,80,1
"984",2020-03-20,"missouri",29,73,3
"985",2020-03-20,"montana",30,19,0
"986",2020-03-20,"nebraska",31,53,0
"987",2020-03-20,"nevada",32,165,2
"988",2020-03-20,"new hampshire",33,55,0
"989",2020-03-20,"new jersey",34,896,11
"990",2020-03-20,"new mexico",35,43,0
"991",2020-03-20,"new york",36,7113,68
"992",2020-03-20,"north carolina",37,144,0
"993",2020-03-20,"north dakota",38,27,0
"994",2020-03-20,"ohio",39,169,1
"995",2020-03-20,"oklahoma",40,49,1
"996",2020-03-20,"oregon",41,114,3
"997",2020-03-20,"pennsylvania",42,269,1
"998",2020-03-20,"puerto rico",72,14,0
"999",2020-03-20,"rhode island",44,44,0
"1000",2020-03-20,"south carolina",45,126,3
"1001",2020-03-20,"south dakota",46,14,1
"1002",2020-03-20,"tennessee",47,237,0
"1003",2020-03-20,"texas",48,377,5
"1004",2020-03-20,"utah",49,112,0
"1005",2020-03-20,"vermont",50,29,2
"1006",2020-03-20,"virgin islands",78,6,0
"1007",2020-03-20,"virginia",51,115,2
"1008",2020-03-20,"washington",53,1404,83
"1009",2020-03-20,"west virginia",54,8,0
"1010",2020-03-20,"wisconsin",55,216,3
"1011",2020-03-20,"wyoming",56,22,0
"1012",2020-03-21,"alabama",1,131,0
"1013",2020-03-21,"alaska",2,21,0
"1014",2020-03-21,"arizona",4,104,1
"1015",2020-03-21,"arkansas",5,118,0
"1016",2020-03-21,"california",6,1544,28
"1017",2020-03-21,"colorado",8,475,6
"1018",2020-03-21,"connecticut",9,223,5
"1019",2020-03-21,"delaware",10,45,0
"1020",2020-03-21,"district of columbia",11,77,1
"1021",2020-03-21,"florida",12,764,11
"1022",2020-03-21,"georgia",13,552,20
"1023",2020-03-21,"guam",66,15,0
"1024",2020-03-21,"hawaii",15,48,0
"1025",2020-03-21,"idaho",16,42,0
"1026",2020-03-21,"illinois",17,751,6
"1027",2020-03-21,"indiana",18,126,4
"1028",2020-03-21,"iowa",19,68,0
"1029",2020-03-21,"kansas",20,57,2
"1030",2020-03-21,"kentucky",21,84,3
"1031",2020-03-21,"louisiana",22,763,16
"1032",2020-03-21,"maine",23,70,0
"1033",2020-03-21,"maryland",24,195,3
"1034",2020-03-21,"massachusetts",25,525,2
"1035",2020-03-21,"michigan",26,787,6
"1036",2020-03-21,"minnesota",27,138,1
"1037",2020-03-21,"mississippi",28,140,1
"1038",2020-03-21,"missouri",29,93,3
"1039",2020-03-21,"montana",30,29,0
"1040",2020-03-21,"nebraska",31,61,0
"1041",2020-03-21,"nevada",32,165,2
"1042",2020-03-21,"new hampshire",33,65,0
"1043",2020-03-21,"new jersey",34,1336,16
"1044",2020-03-21,"new mexico",35,57,0
"1045",2020-03-21,"new york",36,10371,95
"1046",2020-03-21,"north carolina",37,184,0
"1047",2020-03-21,"north dakota",38,28,0
"1048",2020-03-21,"ohio",39,247,3
"1049",2020-03-21,"oklahoma",40,53,1
"1050",2020-03-21,"oregon",41,137,4
"1051",2020-03-21,"pennsylvania",42,388,2
"1052",2020-03-21,"puerto rico",72,21,1
"1053",2020-03-21,"rhode island",44,66,0
"1054",2020-03-21,"south carolina",45,172,3
"1055",2020-03-21,"south dakota",46,14,1
"1056",2020-03-21,"tennessee",47,312,2
"1057",2020-03-21,"texas",48,547,5
"1058",2020-03-21,"utah",49,138,0
"1059",2020-03-21,"vermont",50,49,2
"1060",2020-03-21,"virgin islands",78,6,0
"1061",2020-03-21,"virginia",51,152,3
"1062",2020-03-21,"washington",53,1655,95
"1063",2020-03-21,"west virginia",54,12,0
"1064",2020-03-21,"wisconsin",55,281,4
"1065",2020-03-21,"wyoming",56,24,0
"1066",2020-03-22,"alabama",1,157,0
"1067",2020-03-22,"alaska",2,22,0
"1068",2020-03-22,"arizona",4,153,2
"1069",2020-03-22,"arkansas",5,165,0
"1070",2020-03-22,"california",6,1851,35
"1071",2020-03-22,"colorado",8,591,7
"1072",2020-03-22,"connecticut",9,327,8
"1073",2020-03-22,"delaware",10,56,0
"1074",2020-03-22,"district of columbia",11,98,1
"1075",2020-03-22,"florida",12,1000,13
"1076",2020-03-22,"georgia",13,620,25
"1077",2020-03-22,"guam",66,27,1
"1078",2020-03-22,"hawaii",15,56,0
"1079",2020-03-22,"idaho",16,47,0
"1080",2020-03-22,"illinois",17,1047,9
"1081",2020-03-22,"indiana",18,201,6
"1082",2020-03-22,"iowa",19,90,0
"1083",2020-03-22,"kansas",20,66,2
"1084",2020-03-22,"kentucky",21,103,3
"1085",2020-03-22,"louisiana",22,837,20
"1086",2020-03-22,"maine",23,89,0
"1087",2020-03-22,"maryland",24,245,3
"1088",2020-03-22,"massachusetts",25,646,5
"1089",2020-03-22,"michigan",26,1033,9
"1090",2020-03-22,"minnesota",27,171,1
"1091",2020-03-22,"mississippi",28,207,1
"1092",2020-03-22,"missouri",29,130,3
"1093",2020-03-22,"montana",30,34,0
"1094",2020-03-22,"nebraska",31,62,0
"1095",2020-03-22,"nevada",32,190,2
"1096",2020-03-22,"new hampshire",33,78,0
"1097",2020-03-22,"new jersey",34,1914,20
"1098",2020-03-22,"new mexico",35,65,0
"1099",2020-03-22,"new york",36,15188,142
"1100",2020-03-22,"north carolina",37,269,0
"1101",2020-03-22,"north dakota",38,30,0
"1102",2020-03-22,"ohio",39,351,3
"1103",2020-03-22,"oklahoma",40,67,2
"1104",2020-03-22,"oregon",41,161,5
"1105",2020-03-22,"pennsylvania",42,504,3
"1106",2020-03-22,"puerto rico",72,23,1
"1107",2020-03-22,"rhode island",44,83,0
"1108",2020-03-22,"south carolina",45,194,3
"1109",2020-03-22,"south dakota",46,21,1
"1110",2020-03-22,"tennessee",47,424,2
"1111",2020-03-22,"texas",48,632,7
"1112",2020-03-22,"utah",49,182,1
"1113",2020-03-22,"vermont",50,52,2
"1114",2020-03-22,"virgin islands",78,17,0
"1115",2020-03-22,"virginia",51,219,6
"1116",2020-03-22,"washington",53,1844,97
"1117",2020-03-22,"west virginia",54,16,0
"1118",2020-03-22,"wisconsin",55,382,4
"1119",2020-03-22,"wyoming",56,26,0
"1120",2020-03-23,"alabama",1,196,0
"1121",2020-03-23,"alaska",2,36,0
"1122",2020-03-23,"arizona",4,234,2
"1123",2020-03-23,"arkansas",5,201,0
"1124",2020-03-23,"california",6,2240,39
"1125",2020-03-23,"colorado",8,721,10
"1126",2020-03-23,"connecticut",9,415,10
"1127",2020-03-23,"delaware",10,87,0
"1128",2020-03-23,"district of columbia",11,116,2
"1129",2020-03-23,"florida",12,1222,18
"1130",2020-03-23,"georgia",13,800,25
"1131",2020-03-23,"guam",66,29,1
"1132",2020-03-23,"hawaii",15,77,0
"1133",2020-03-23,"idaho",16,50,0
"1134",2020-03-23,"illinois",17,1285,12
"1135",2020-03-23,"indiana",18,259,7
"1136",2020-03-23,"iowa",19,105,0
"1137",2020-03-23,"kansas",20,82,2
"1138",2020-03-23,"kentucky",21,124,3
"1139",2020-03-23,"louisiana",22,1172,34
"1140",2020-03-23,"maine",23,107,0
"1141",2020-03-23,"maryland",24,290,3
"1142",2020-03-23,"massachusetts",25,777,9
"1143",2020-03-23,"michigan",26,1324,16
"1144",2020-03-23,"minnesota",27,235,1
"1145",2020-03-23,"mississippi",28,249,1
"1146",2020-03-23,"missouri",29,183,4
"1147",2020-03-23,"montana",30,45,0
"1148",2020-03-23,"nebraska",31,73,0
"1149",2020-03-23,"nevada",32,265,4
"1150",2020-03-23,"new hampshire",33,101,1
"1151",2020-03-23,"new jersey",34,2844,27
"1152",2020-03-23,"new mexico",35,83,0
"1153",2020-03-23,"new york",36,20899,183
"1154",2020-03-23,"north carolina",37,302,0
"1155",2020-03-23,"north dakota",38,32,0
"1156",2020-03-23,"ohio",39,444,6
"1157",2020-03-23,"oklahoma",40,81,2
"1158",2020-03-23,"oregon",41,191,5
"1159",2020-03-23,"pennsylvania",42,644,6
"1160",2020-03-23,"puerto rico",72,31,2
"1161",2020-03-23,"rhode island",44,106,0
"1162",2020-03-23,"south carolina",45,299,5
"1163",2020-03-23,"south dakota",46,28,1
"1164",2020-03-23,"tennessee",47,522,2
"1165",2020-03-23,"texas",48,728,7
"1166",2020-03-23,"utah",49,257,1
"1167",2020-03-23,"vermont",50,75,2
"1168",2020-03-23,"virgin islands",78,17,0
"1169",2020-03-23,"virginia",51,254,6
"1170",2020-03-23,"washington",53,2101,110
"1171",2020-03-23,"west virginia",54,16,0
"1172",2020-03-23,"wisconsin",55,418,5
"1173",2020-03-23,"wyoming",56,28,0
"1174",2020-03-24,"alabama",1,242,0
"1175",2020-03-24,"alaska",2,42,0
"1176",2020-03-24,"arizona",4,326,6
"1177",2020-03-24,"arkansas",5,231,2
"1178",2020-03-24,"california",6,2644,52
"1179",2020-03-24,"colorado",8,912,11
"1180",2020-03-24,"connecticut",9,618,12
"1181",2020-03-24,"delaware",10,104,0
"1182",2020-03-24,"district of columbia",11,137,2
"1183",2020-03-24,"florida",12,1467,19
"1184",2020-03-24,"georgia",13,1095,38
"1185",2020-03-24,"guam",66,32,1
"1186",2020-03-24,"hawaii",15,90,0
"1187",2020-03-24,"idaho",16,73,0
"1188",2020-03-24,"illinois",17,1535,16
"1189",2020-03-24,"indiana",18,366,12
"1190",2020-03-24,"iowa",19,124,1
"1191",2020-03-24,"kansas",20,99,3
"1192",2020-03-24,"kentucky",21,157,3
"1193",2020-03-24,"louisiana",22,1388,46
"1194",2020-03-24,"maine",23,118,0
"1195",2020-03-24,"maryland",24,349,4
"1196",2020-03-24,"massachusetts",25,1159,11
"1197",2020-03-24,"michigan",26,1791,24
"1198",2020-03-24,"minnesota",27,262,1
"1199",2020-03-24,"mississippi",28,320,1
"1200",2020-03-24,"missouri",29,255,5
"1201",2020-03-24,"montana",30,51,0
"1202",2020-03-24,"nebraska",31,77,0
"1203",2020-03-24,"nevada",32,315,6
"1204",2020-03-24,"new hampshire",33,108,1
"1205",2020-03-24,"new jersey",34,3675,44
"1206",2020-03-24,"new mexico",35,100,0
"1207",2020-03-24,"new york",36,25703,256
"1208",2020-03-24,"north carolina",37,397,0
"1209",2020-03-24,"north dakota",38,36,0
"1210",2020-03-24,"ohio",39,564,8
"1211",2020-03-24,"oklahoma",40,106,3
"1212",2020-03-24,"oregon",41,209,8
"1213",2020-03-24,"pennsylvania",42,851,7
"1214",2020-03-24,"puerto rico",72,39,2
"1215",2020-03-24,"rhode island",44,124,0
"1216",2020-03-24,"south carolina",45,342,7
"1217",2020-03-24,"south dakota",46,30,1
"1218",2020-03-24,"tennessee",47,678,2
"1219",2020-03-24,"texas",48,857,11
"1220",2020-03-24,"utah",49,298,1
"1221",2020-03-24,"vermont",50,95,7
"1222",2020-03-24,"virgin islands",78,17,0
"1223",2020-03-24,"virginia",51,290,7
"1224",2020-03-24,"washington",53,2469,123
"1225",2020-03-24,"west virginia",54,39,0
"1226",2020-03-24,"wisconsin",55,481,5
"1227",2020-03-24,"wyoming",56,37,0
"1228",2020-03-25,"alabama",1,386,1
"1229",2020-03-25,"alaska",2,59,0
"1230",2020-03-25,"arizona",4,402,6
"1231",2020-03-25,"arkansas",5,307,2
"1232",2020-03-25,"california",6,3183,67
"1233",2020-03-25,"colorado",8,1086,19
"1234",2020-03-25,"connecticut",9,875,19
"1235",2020-03-25,"delaware",10,119,0
"1236",2020-03-25,"district of columbia",11,183,2
"1237",2020-03-25,"florida",12,1965,23
"1238",2020-03-25,"georgia",13,1385,47
"1239",2020-03-25,"guam",66,32,1
"1240",2020-03-25,"hawaii",15,95,0
"1241",2020-03-25,"idaho",16,123,0
"1242",2020-03-25,"illinois",17,1874,21
"1243",2020-03-25,"indiana",18,479,14
"1244",2020-03-25,"iowa",19,145,1
"1245",2020-03-25,"kansas",20,132,3
"1246",2020-03-25,"kentucky",21,198,5
"1247",2020-03-25,"louisiana",22,1795,65
"1248",2020-03-25,"maine",23,142,0
"1249",2020-03-25,"maryland",24,423,4
"1250",2020-03-25,"massachusetts",25,1838,15
"1251",2020-03-25,"michigan",26,2293,43
"1252",2020-03-25,"minnesota",27,287,1
"1253",2020-03-25,"mississippi",28,376,5
"1254",2020-03-25,"missouri",29,377,8
"1255",2020-03-25,"montana",30,65,0
"1256",2020-03-25,"nebraska",31,84,0
"1257",2020-03-25,"nevada",32,405,10
"1258",2020-03-25,"new hampshire",33,137,1
"1259",2020-03-25,"new jersey",34,4402,62
"1260",2020-03-25,"new mexico",35,112,1
"1261",2020-03-25,"new york",36,33116,375
"1262",2020-03-25,"north carolina",37,561,1
"1263",2020-03-25,"north dakota",38,45,0
"1264",2020-03-25,"ohio",39,706,11
"1265",2020-03-25,"oklahoma",40,164,5
"1266",2020-03-25,"oregon",41,266,10
"1267",2020-03-25,"pennsylvania",42,1151,11
"1268",2020-03-25,"puerto rico",72,51,2
"1269",2020-03-25,"rhode island",44,132,0
"1270",2020-03-25,"south carolina",45,424,7
"1271",2020-03-25,"south dakota",46,41,1
"1272",2020-03-25,"tennessee",47,806,3
"1273",2020-03-25,"texas",48,1119,12
"1274",2020-03-25,"utah",49,346,1
"1275",2020-03-25,"vermont",50,123,8
"1276",2020-03-25,"virgin islands",78,17,0
"1277",2020-03-25,"virginia",51,390,9
"1278",2020-03-25,"washington",53,2585,130
"1279",2020-03-25,"west virginia",54,51,0
"1280",2020-03-25,"wisconsin",55,623,7
"1281",2020-03-25,"wyoming",56,49,0
"1282",2020-03-26,"alabama",1,538,3
"1283",2020-03-26,"alaska",2,69,0
"1284",2020-03-26,"arizona",4,508,8
"1285",2020-03-26,"arkansas",5,350,3
"1286",2020-03-26,"california",6,4060,82
"1287",2020-03-26,"colorado",8,1432,24
"1288",2020-03-26,"connecticut",9,1012,21
"1289",2020-03-26,"delaware",10,143,1
"1290",2020-03-26,"district of columbia",11,231,3
"1291",2020-03-26,"florida",12,2477,29
"1292",2020-03-26,"georgia",13,1641,56
"1293",2020-03-26,"guam",66,49,1
